Regulator Name,Regulator Type,Regulator Subtype,Regulator HGNC Symbol,Regulator Database,Regulator ID,Regulator Compartment,Regulator Compartment ID,Regulated Name,Regulated Type,Regulated Subtype,Regulated HGNC Symbol,Regulated Database,Regulated ID,Regulated Compartment,Regulated Compartment ID,Sign,Connection Type,Mechanism,Site,Cell Line,Cell Type,Tissue Type,Organism,Unnamed: 0,Score,Source,Statements,Paper IDs,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
bcl-2,protein,,bcl2,uniprot,p10415,mitochondria,go:0005739,beclin 1,protein,,becn1,uniprot,q14457,plasma membrane,go:0005886,negative,d,binds,,,cancer,,human,['379'],nan,nan,"autophagy is considered to be a second type of programmed cell death (lum et al, 2005). the molecular signalling for both autophagy and apoptosis are interconnected, as both share and target mitochondrial degradation that results in inhibition of several pro-survival signalling molecules, including bcl-2 and bclxl. these pro-survival genes bind to beclin 1, and form a trimeric complex, which inhibits beclin 1-mediated autophagy function, resulting in proliferation and survival of cancer cells (furuya et al, 2005; pattingre et al, 2005).",pmc4102935,1,0.1,39,1,39.1
bcl-2,protein,,bcl2,uniprot,p10415,mitochondria,go:0005739,bax,protein,,bax,uniprot,q07812,mitochondria,go:0005739,positive,i,upregulated,,na-treated bca cell lines,,,human,['396'],nan,nan,"as bcl-2 and bclxl in complex with beclin1 have been shown to inhibit autophagy in many cancer cells, we subsequently analysed bcl-2 expression in na-treated cells. as expected, downregulation of bcl-2 expressions occurred in na-treated bca cell lines (figure 5b). these findings prompted us to evaluate the expression levels of bax, a pro-apoptotic protein. the ratio of bcl-2 and bax levels determines whether cells survive or undergo apoptosis, with a high bcl-2/bax ratio favouring survival and a low bcl-2/bax ratio favouring apoptosis. nimocinol acetate-treatment led to upregulated bax expression in both bca cell lines in a time-dependent manner (figure 5b). we also found that the cleaved forms of caspase-9, caspase-3, and poly (adenosine diphosphate-ribose) polymerase (parp), proteins involved in apoptosis were increased in na-treated cells. however, activation of pro-apoptotic proteins did not lead to induction of apoptosis. these observations suggest that autophagy governs the downstream pro-apoptotic effectors to execute growth arrest in bca cells.",pmc4102935,1,0.1,39,1,39.1
p53,protein,,tp53,uniprot,p04637,nucleus,go:0005634,cyclin b1,protein,,ccnb1,uniprot,p14635,cytoplasm,go:0005737,positive,d,increased expression,,,,,,['248'],nan,nan,"interestingly, mitotic catastrophe can be enhanced by p53 deficiency and a weakened g2/m checkpoint [48,49]. the induction of mitotic catastrophe induced by ir is associated with the increased expression of cyclin b1 and the kinase activity of cdc2 [50]. g2/m checkpoint disruptors, such as caffeine, okadaic acid, or staurosporine, have been shown to promote ir-induced mitotic catastrophe [51]. mitotic cell death is also enhanced by inactivating mutations in g2/m checkpoint genes, such as p21 and 14-3-3-σ [49,52]. these findings suggest that ir-induced cellular damage may induce the premature entry of cells into mitosis and that mitotic cell death may be a key contributor to the loss of clonogenic potential in tumor cells and solid tumors exposed to ir, especially those with p53 deficiency.",pmc4661850,1,0.1,39,1,39.1
p53,protein,tumor suppressor gene,tp53,uniprot,p04637,nucleus,go:0005634,ulk2,protein,autophagy inducing gene,ulk2,uniprot,q8iyt8,cytoplasm,go:0005737,positive,d,activation,,,,,,['195'],nan,nan,"the tumor suppressor gene, p53, which is uniformly activated in response to dna damage by radiation, can induce autophagy through the activation of autophagy inducing genes, particularly ulk1 and ulk2. this activation of ulk1 and ulk2 lead to an elevation in autophagy levels in response to dna damage and contributes to cell death [54]. a possible mechanism by which activated mtor inhibits cytotoxic autophagy is by preventing ulk1 activation [55]. thus, loss of pten followed by an increase in mtor activity could lead to an increase in clonogenic survival. therefore, the studies by kim et al. [53] suggest that inhibiting mtor signaling could be an effective strategy to increase radiosensitivity.",pmc4100138,1,0.1,39,1,39.1
pkcδ,protein,,prkcd,uniprot,q05655,cytoplasm,go:0005737,tg2,protein,,tgm2,uniprot,p21980,cytoplasm,go:0005737,positive,i,induction,,pancreatic cancer,epithelial-like,pancreas,human,['44'],nan,nan,"the first evidence of massive autophagy induction leading to death only in cells with pkcδ via induction of tg2 was reported in pancreatic cancer cells.12, 13 however, recent studies suggested that rottlerin can also induce apoptosis through pkcδ-independent mechanisms in fibrosarcoma cells.75 it was suggested that the early autophagy might serve as a survival mechanism against late apoptosis in this cancer type.76",pmc4260725,1,0.1,39,1,39.1
rage,protein,,ager,uniprot,q15109,extracellular space,go:0005615,hmgb1,protein,,hmgb1,uniprot,p09429,extracellular space,go:0005615,positive,d,activation,mapk,,gastric cancer,stomach,human,['304'],nan,nan,rage is required for hmgb1-induced mapk activation and gastric cancer cell proliferation,pmc4358082,1,0.1,39,1,39.1
stat3,protein,,stat3,uniprot,p40763,nucleus,go:0005634,caspase 3,protein,,casp3,uniprot,p42574,cytoplasm,go:0005737,negative,i,inhibition,,cal27 and fadu hnscc cell lines,epithelial,head and neck,human,['80'],nan,nan,"we investigated the effects of blocking stat3 phosphorylation by nsc74859 (s3i-201) on apoptosis in hnscc cell lines cal27 and fadu. cultured cal27 cells were treated with nsc74859 at increasing concentration. hoechst nuclear staining was used to test cell apoptosis in nsc74859-treated hnscc cal27 cells; figure 1a shows a positive staining of chromatin condensation. treatment with nsc74859 increased tunel-positive cells in a dose-dependent manner (supplementary figure s1a). cal27 cells were also analyzed by flow cytometry after annexin v-fitc and pi dual labeling. as shown in figure 1b, cells were treated with different concentration of nsc74859 for 24 h or 100 μm nsc74859 for 6, 12, and 24 h (figures 1b and 1c). this treatment increased the percentage of apoptotic cells. western blot analysis showed that the level of cleaved parp (cl-parp) and cleaved-caspase 3 (cl-casp3) increased with decreasing p-stat3t705 expression; this effect was dose and time dependent (figures 1d and 1e). to further demonstrate whether nsc74859-induced apoptosis in cal27 cells was correlated to the activation of caspase3, a pan-caspase inhibitor benzyloxycarbonyl val-ala-asp (o-methyl)-fluoro-methylketone (z-vad-fmk) was employed. the results showed that when nsc74859 was combined with the treatment of 20 μm of z-vad-fmk, the level of cleaved-parp (supplementary figure s1b) and the apoptotic cells (supplementary figure s1c) were significantly decreased. these results reveal that nsc74859-induced apoptosis in cal27 cells may partially depend on caspase 3 activation. the in vitro inhibition experiment was repeated in another cell line fadu (supplementary figure s2). these results indicate that apoptosis is involved in the response of hnscc to nsc74859 treatment.",pmc4791252,1,0.1,39,1,39.1
beclin1,protein,,becn1,uniprot,q14457,cytoplasm,go:0005737,atg3,protein,,atg3,uniprot,q6uxz4,cytosol,go:0005829,positive,d,induction,,"mcf-7, mda-mb-231",breast cancer,breast,human,['400'],nan,nan,"in our results, no significant inductions of beclin1 expression were observed in na-treated bca cells. beclin 1 is thought to be an important autophagy-regulated factor and beclin 1 activation is thought to be essential for induction of autophagy in bca cells. however, a recent study found that beclin 1 is non-functional in some bca cells because of a mutation in one of the beclin 1 alleles (liang et al, 1999; qu et al, 2003). thus, we studied other key regulators of autophagy, the atgs, that initiate autophagosome and autolysosome formation, which eventually lead to cellular breakdown and recycling (reviewed in eskelinen and saftig, 2009). nimocinol acetate induced atg3 protein expression, as compared to atg7 or atg12 expression, in a dose- and time-dependent manner. we also saw a moderate induction of atg5 in na-treated mcf-7 and mda-mb-231 cells. activation of atg3, atg5, and atg12 initiates the pre-autophagosome and promotes the conversion of lc3b-i to lc3b-ii, which facilitates the formation of the double membrane of the autophagosome (reviewed in tanida et al, 2004). the conversion of lc3b-i to lc3b-ii is an indicator of autophagosome formation, and the results of the confocal microscopy analysis suggested that lc3b was localised in vacuoles (puncta) in na-treated cells. the formation of an increased number of autophagy vacuoles in na-treated bca cells suggests a breakdown of cytosolic cellular components within the lysosome. in addition, kinetic analyses of autophagosome and autolysosome formation in mcf-7, mda-mb-231, and mcf-12a cells were performed, with or without na treatment, by live cell imaging. initiation of autophagosome formation, followed by autolysosome formation, was prominent in bca cells treated with na; however, induction of autophagosome/autolysosome formation was less pronounced in normal breast epithelial cells treated with na. formation of autophagosomes is an early event in autophagy. the fusion of autophagosomes with lysosomes (i.e., formation of autolysosomes) is a critical step in initiation of cell death (trincheri et al, 2008). the degradation of the lysosome has been suggested to be the determining event in induction of autophagy- and necrosis-mediated cell death (kroemer and jaattela, 2005).",pmc4102935,1,0.1,39,1,39.1
hmgb1,protein,,hmgb1,uniprot,p09429,,,atg7,protein,,,uniprot,q9h0y0,,,positive,i,regulation,,bgc-823,gastric cancer,,human,['301'],nan,nan,"hmgb1 is released from tumor cells undergoing classical necrotic cell death. recent discoveries suggest that autophagy regulates selective hmgb1 release in tumor cells (8,16). in the present study, we observed that gefitinib, an epidermal growth factor receptor (egfr) inhibitor, activated autophagy in the gastric cancer cells, as indicated by lc3-positive puncta and increased the levels of the autophagosome-bound form of lc3, lc3 ii (fig. 3a and b). gefitinib-induced autophagy triggered a dose-dependent increase in hmgb1 release into the media of the bgc-823 cells. western blot analysis showed that hmgb1 protein was reduced in the bgc-823 cells and increased in the supernatants, after treatment with gefitinib (fig. 3b). knockdown of atg7 or beclin-1 prevented hmgb1 release from the gefitinib-treated cells suggesting regulation by autophagy (fig. 3c). at 12 h post-gefitinib treatment, cytoplasmic hmgb1 levels declined, however, nuclear hmgb1 expression showed no significant change by 24 h after treatment (fig. 3d). furthermore, we utilized elisa to quantify the hmgb1 released in culture supernatants. consistent with the western blot analysis results, the hmgb1 released from the gefitinib-treated cells was significantly increased in a time-and dose-dependent manner compared with that released in the untreated cells (fig. 3e). this demonstrated that hmgb1, particularly the cytoplasmic hmgb1, was rapidly released and accumulated in the culture media of the gefitinib-treated gastric tumor cells.",pmc4358082,1,0.1,39,1,39.1
hmgb1,protein,,hmgb1,uniprot,p09429,extracellular,go:0005576,mcl-1,protein,,,uniprot,q07820,mitochondria,go:0005739,positive,i,upregulation,,bgc-823,,gastric carcinoma,human,['306'],nan,nan,"hmgb1 is actively secreted from activated innate immune cells or passively from cells undergoing classical necrotic cell death (4). recently, it was observed that hmgb1 was selectively released from tumor cells undergoing autophagy (8,16). evidence suggests that hmgb1 may induce autophagy in cancers associated with increased sensitivity to cytotoxic anticancer agents (10). contrarily, hmgb1-mediated autophagy may protect gastric cancer cells from the chemotherapeutic vinca alkaloid, vincristine (23). in the present study, data indicated that the protective effects of hmgb1 occurred through its upregulation of the protein myeloid cell leukemia-1 (mcl-1). other studies suggest that vincristine may reduce mcl-1 expression and promote the death of cancer cells (24), complicating the interpretation of our findings. autophagy, a process in which subcellular membranes undergo dynamic morphological changes resulting in intracellular degradation of proteins, cytoplasmic organelles and pathogens, is a mechanism exploited by tumor cells for survival and used in determining tumor response to anticancer therapy. increasing evidence suggests that autophagy represents a resistant mechanism to chemotherapy in many malignancies and our findings support this notion. here we observed that bgc-823 cells (an egfr-rich human gastric carcinoma cell line) were resistant to the egfr tyrosine kinase inhibitor, gefitinib. the ic50 value of gefitinib for growth inhibition of bgc-823 cells was 92.83±1.92 μm (data not shown).",pmc4358082,1,0.1,39,1,39.1
caspase-3,protein,,casp3,uniprot,p42574,cytoplasm,go:0005737,beclin-1,protein,,becn1,uniprot,q14457,cytoplasm,go:0005737,positive,d,cleavage,,,,,,['37'],nan,nan,"studies have shown that there is a complex interplay between the apoptotic and autophagic processes. autophagy may precede apoptosis or be induced simultaneously depending on the genetic context and cellular background of the cells. oligomerized caspase-8 binds autophagosome membrane, leading to its activation and creating a mechanism for transition from apoptosis to autophagy.53 experimental findings suggest that activated caspase-3 can cleave beclin-1, producing a fragment that translocates to mitochondria and induces apoptosis.54",pmc4260725,1,0.1,39,1,39.1
becn1,protein,,becn1,uniprot,q14457,cytoplasm,go:0005737,hif-1α,protein,,hif1a,uniprot,q16665,nucleus,go:0005634,negative,d,inhibition,,nude mice,tumor,subcutaneous,mouse,['351'],nan,nan,"a. the subcutaneous tumors were established in nude mice by implanting sgc-shcontrol and sgc-shbecn1 cells. tumor masses of all mice were measured twice a week and tumor volume was calculated. b. the expression of becn1, hif-1α, e-cadherin and glut1 in xenografts from sgc-shcontrol, sgc-shbecn1 and sgc-shbecn1 + nac groups were determined by immunohistochemical analysis. scale bar, 100 μm. c. liver metastatic mice models were induced by splenic inoculation of sgc-shcontrol and sgc-shbecn1 cells. the liver metastatic mice of three groups were counted respectively. the white arrows pointed to metastatic nodules in livers. bars represent mean ± sd. *: p < 0.05.",pmc4741864,1,0.1,39,1,39.1
becn1,protein,,becn1,uniprot,q14457,cytoplasm,go:0005737,lc3,protein,,map1lc3,uniprot,q9gzq8,cytoplasm,go:0005737,positive,i,overexpression,,ht29 and sw620,epithelial,colon adenocarcinoma,human,['137'],nan,nan,"therefore, the protein levels of autophagic markers becn1 and lc3 are overexpressed in selected colon adenocarcinoma cell lines. ht29 and sw620 cell lines show induced autophagic properties as revealed by high mdc staining and low p62 protein levels.",pmc4891035,1,0.1,39,1,39.1
becn1,protein,,becn1,uniprot,q14457,,,glut1,protein,,slc2a1,uniprot,p11166,,,positive,d,expression,,,,,,['355'],nan,nan,"first row, the expression of hif-1α, e-cadherin and glut1 in positive becn1 expression case (case 77). second row, the expression of hif-1α, e-cadherin and glut1 in negative becn1 expression case (case 28). scale bar, 100 μm.",pmc4741864,1,0.1,39,1,39.1
becn1,protein,,becn1,uniprot,q14457,,,lc3,protein,,map1lc3a,uniprot,q9h492,,,positive,d,overexpression,,,colon,adenocarcinoma,human,['143'],nan,nan,becn1 and lc3 are overexpressed in brafv600e colorectal adenocarcinomas real-time analysis of human colorectal cancer samples for becn1 and lc3 mrna,pmc4891035,1,0.1,39,1,39.1
becn1,protein,,,uniprot,q14457,,,e-cadherin,protein,,cdh1,uniprot,p12830,,,negative,i,correlation,,,,gastric cancer,human,['353'],nan,nan,"in this study, tissue microarrays (tmas) consisting of human gastric cancer tissues from 156 patients were used to research the correlation between autophagy and clinical features of gastric cancer. according to becn1 expression in these tissues, 156 cases were divided into high expression group (58, 37.2%) and low expression group (98, 62.8%). consistent with previous study [12], negative expression of becn1 was positively associated with poorer histology differentiation (p = 0.020, table 1) and more advanced clinical stage (p < 0.001, table 1). compared with patients in the group with high expression of becn1, patients in the low expression group were more likely to accompany with deeper tumor invasion (p = 0.074, table 1) and lymph node metastasis (p = 0.061, table 1), although these differences were not statistically significant. moreover, becn1 expression was negatively correlated with expression of hif-1α (p = 0.042) and glut-1 (p = 0.046), and positively correlated with e-cadherin expression (p = 0.006) in gastric cancer tissues (table 1; figure 8 & supplementary figure s5). there was no significant correlation between becn1 expression and age or gender of gastric cancer patients.",pmc4741864,1,0.1,39,1,39.1
beclin-1,protein,,becn1,uniprot,q14457,,,bcl-2,protein,,bcl2,uniprot,p10415,,,negative,d,binding,beclin-1,mcf-7,cancer,breast,human,['67'],nan,nan,"an interesting non-canonical autophagic process characterized by a beclin-1/vps34-independent pathway was observed in mcf-7 cancer cells in response to resveratrol treatment. overexpression of bcl-2, which is known to block canonical starvation-induced autophagy by binding to beclin-1, was unable to reverse the non-canonical autophagy triggered by resveratrol in these breast cancer cells.8, 114",pmc4260725,1,0.1,39,1,39.1
beclin-1,protein,,becn1,uniprot,q14457,cytoplasm,go:0005737,p62/sqstm1,protein,,sqstm1,uniprot,q13501,cytoplasm,go:0005737,positive,d,increase in protein levels,,,colon cancer,colon,human,['25'],nan,nan,"the induction of cellular senescence was accompanied by autophagy in colon cancer cells with an increase in beclin-1 and p62/sqstm1 protein levels. therefore, the functional link between senescence and autophagy in these curcumin-treated cancer cells should be further investigated.",pmc4260725,1,0.1,39,1,39.1
hmgb1,protein,,hmgb1,uniprot,p09429,cytoplasm,go:0005737,rage,protein,,ager,uniprot,q15109,plasma membrane,go:0005886,positive,i,activation,extracellular,,gastric cancer,stomach,human,['296'],nan,nan,autophagy-mediated hmgb1 release promotes gastric cancer cell survival via rage activation of extracellular signal-regulated kinases 1/2,pmc4358082,1,0.1,39,1,39.1
calreticulin,protein,,calr,uniprot,p27797,endoplasmic reticulum,go:0005783,purinergic p2x7 receptor,protein,,p2rx7,uniprot,q99572,plasma membrane,go:0005886,positive,d,interact,,,dcs,,human,['118'],nan,nan,"more recently, increasing evidence suggests that particular damps serve as powerful immunological adjuvants and mediate icd in cancer therapy.17, 18 icd is the process by which damps from dying cells contribute to immune-mediated eradication of tumors during chemotherapy (for example, anthracyclines), radiotherapy, or pdt (for example, hypericin-based photodynamic therapy, hyp-pdt) (figure 4). icd is characterized by the exposure to and/or release of calreticulin,19 hmgb1,20 hsp70/hsp90,21, 22 and atp23 from pro-apoptotic, post-apoptotic, and/or necrotic cells. calreticulin, hmgb1/hsps, and atp then interact with the receptors cd91, toll-like receptor 4(tlr4), and purinergic p2x7 receptors, respectively, which are present on the surface of dcs. cd91, tlr4, and p2x7 are present on dcs and promote engulfment of dying cells, presentation of tumor antigens, and production of inflammasome-dependent il-1β release, respectively. a tumor-specific immune response, such as the cytotoxic t lymphocyte or nk response, is triggered to kill (and cull) cancer cells during cancer therapy. apart from these damps and signaling, a recent study suggested that accumulation of cation-independent mannose-6-phosphate receptor on the tumor cell surface is also important for icd.24 of note, the signaling pathways elicited by distinct icd inducers (for example, anthracyclines and hyp-pdt) overlap but are not identical. interestingly, icd-mediated tumor clearance following chemotherapy works only in tumor cell line transplantation models or the immunogenic 3-methylcholanthrene fibrosarcoma model but not in spontaneous tumor models.25 therefore, it appears that icd is dependent on additional factors such as tumor type and convergent signals in the tumor microenvironment. below, we highlight examples of damps as immunogenic effectors to icd and their multiple functions in cancer.",pmc3877563,1,0.1,39,1,39.1
beclin-1,protein,,becn1,uniprot,q14457,cytoplasm,go:0005737,bcl-2,protein,,bcl2,uniprot,p10415,mitochondrion,go:0005739,negative,d,binds,,,breast tumor,,,['188'],nan,nan,"autophagic cell death in breast tumor cells. in the canonical pathway, beclin-1 is essential for the initiation of autophagy. bcl-2 binds to beclin-1 and interferes with its capacity to promote autophagy; conversely, silencing of bcl-2 can lead to autophagic cell death. autophagy induced in the non-canonical pathway is independent of beclin-1 function. resveratrol is one agent that induces non-canonical autophagic cell death in breast tumor cells. endoplasmic reticulum (er) stress mediates autophagy by inhibiting the akt/mtor/4ebp1 signaling pathway and can induce both apoptosis and autophagic cell death. autophagic cell death can serve as a backup mechanism in cells where apoptosis is inhibited, by agents such as the caspase inhibitor, z-vad-fmk. intraconversion between cytoprotective autophagy and autophagic cell death can be observed in mcf-7 and zr-75-1 breast tumor cells when radiation treatment is combined with vitamin d or a vitamin d analog.",pmc4100138,1,0.1,39,1,39.1
beclin-1,protein,,becn1,uniprot,q14457,cytoplasm,go:0005737,bcl-2,protein,,bcl2,uniprot,p10415,mitochondria,go:0005739,negative,i,silencing,,mcf-7 breast tumor cells,epithelial-like,breast,human,['183'],nan,nan,"studies conducted by akar et al. [17] have shown that when beclin-1 function is left unchecked by silencing of bcl-2, excessive levels of autophagy induce cell death in mcf-7 breast tumor cells exposed to doxorubicin. in these studies, autophagy was monitored based on increased levels of acridine orange staining, expression of lc3-ii (a protein associated with the membrane of the autophagosome) and beclin-1 expression while the absence of apoptosis induction was based on low or insignificant levels of annexin v staining and parp (poly(adp-ribose)polymerase) cleavage. furthermore, silencing of atg5 inhibited doxorubicin induced autophagic cell death in bcl-2 silenced cells. this is interesting from the standpoint that silencing of the anti-apoptotic protein, bcl-2, might otherwise be expected to be permissive for apoptosis.",pmc4100138,1,0.1,39,1,39.1
egfr,protein,tyrosine kinase,egfr,uniprot,p00533,cell membrane,go:0005886,beclin-1,protein,autophagy initiating protein,becn1,uniprot,q14457,cytoplasm,go:0005737,negative,d,phosphorylation,multiple sites,,cancerous,various,human,['2'],nan,nan,"macroautophagy (hereafter, autophagy) is evolutionally well-conserved in eukaryotes as the major degradation mechanism whereby cellular proteins and organelle are sequestered into a double-membrane vesicle (autophagosome) and are delivered to lysosomes. they are then membrane-fused (autolysosome) and cargos are degraded for metabolic recycling by lysosomal hydrolytic enzymes, including protease (7,8). it has become apparent that many aggressive cancer cells have upregulated autophagy and are dependent on autophagy for survival (9). egfr tyrosine kinase (egfr-tk) is overexpressed or somatic mutationally activated in a broad range of human cancers, including nsclc and pancreatic cancers (10). activated egfr suppresses autophagy via activation of mammalian targets of rapamycin (mtors), as well as tyrosine phosphorylation of beclin-1 (11–13). in response to ligand binding, egfr becomes a dimer and is activated via tyrosine phosphorylation. phosphorylated egfr subsequently activates intracellular pro-survival and anti-apoptotic signals. one of the downstream activated egfr signals involves the pi3k/akt/mtor pathway, made up of well-established negative regulators for autophagy (14). in response to nutrient and growth factor availability, mtor promotes cell growth while suppressing autophagy. in addition, the activated egfr binds the autophagy initiating protein beclin-1, leading to multisite tyrosine phosphorylation and enhanced binding to autophagy inhibitors, including rubicon (15). thus, exposure to egfr-tkis such as gefitinib (gef) and erlotinib (erl) induces autophagy via cancellation of the pi3k/akt/mtor pathway, as well as blocking phosphorylation of beclin-1, which subsequently leads to dissociation of rubicon from beclin-1 to initiating autophagy (13,15). a recent report confirmed that inactivated endosomal, but not cell surface egfr interacts with laptm4b, resulting in a complex formation for recruiting rubicon from beclin-1 (16). as described above, dissociation of rubicon from beclin-1 is essential for autophagy initiation. cancer cells with higher egfr expression could thus be supported and survive by efficient autophagy induction under various metabolic stresses, such as low nutrient and hypoxic conditions due to insufficient vascularization (15,16). therefore, if autophagy induction in response to egfr-tki promotes tumor cell survival, combined treatment with an autophagy inhibitor may promote tumor cell death.",pmc4734605,1,0.1,39,1,39.1
egfr,receptor,,egfr,uniprot,p00533,plasma membrane,go:0005886,vegf,protein,,vegfa,uniprot,p15692,extracellular space,go:0005615,positive,d,upregulation,,,cancer,,human,['275'],nan,nan,"the interactions among hypoxia, angiogenesis, and radioresistance are well known. activation of the pi3k/akt pathway, an important pathway involved in radioresistance, contributes to the increased transcription and expression of hif-1 [182]. vegf, a major transcription target of hif-1 in hypoxic conditions, regulates various endothelial cell functions and induces tumor neovascularization [183,184]. one of the important mechanisms by which inhibition of the epidermal growth factor receptor (egfr) enhances tumor oxygenation is the regulation of vegf. cooperation between the pten mutation and egfr activation upregulates vegf even under normoxic conditions through the pi3k/akt pathway. tumor cell proliferation and angiogenesis, which may be implicated in radioresistance, require the interaction between egfr and vegf and downstream signaling of the pi3k/akt pathway.",pmc4661850,1,0.1,39,1,39.1
beclin 1,protein,,becn1,uniprot,q14457,,,bcl-2,protein,,bcl2,uniprot,q07817,,,negative,d,binds,,,,,,['362'],nan,nan,"deficiencies in autophagy lead to the accumulation of damaged macromolecules and organelles (particularly mitochondria), subsequently inducing oxidative stress, dna damage and chromatin instability (levin and klionsky, 2004; chen and karantza, 2011). thus, autophagic defects are ultimately associated with the accumulation of oncogenic mutations and increased tumor susceptibility (karanta-wadsworth et al., 2007; mathew et al., 2007). some of the most important evidence for the role of autophagy in tumor suppression comes from studies on the bcl-2-interacting protein, beclin 1 (becn1, also called atg6). for example, monoallelic deletion of beclin 1 has been frequently observed in human breast (futreal et al., 1992), ovarian (aita et al., 1999) and prostate cancers (gao et al., 1995), and mice with a disrupted beclin 1 gene had a higher incidence of lymphoma, lung cancer and liver cancer (qu et al., 2003; yue et al., 2003). constitutive activation of the pi3k-akt-mtor axis, a common characteristic of cancer (lopiccolo et al., 2008), is known to suppress autophagy (janku et al., 2011), while promoting tumor cell growth, proliferation and survival (martelli et al., 2007) (figure 1). a number of tumor suppressor proteins have been shown to promote autophagy, including atg4c (mariño et al., 2007), baxinteracting factor-1 (bif-1) (takahashi et al., 2007), bh3-only proteins (maiuri et al., 2007), dapkinase (bialik and kimchi, 2010), lkb1 (liang et al., 2007), ultraviolet radiation resistance-associated gene (uvrag) (liang et al., 2006), pten (arico et al., 2001), tsc (zhou et al., 2009), nuclear p53 (maiuri et al., 2010) and ampk (luo et al., 2010). furthermore, autophagy has been shown to reduce intratumoral necrosis and local inflammation (degenhardt et al., 2006). collectively, these results support the contention that autophagy plays a tumor-suppressing role in cancer, and suggest that reduced autophagic activity may constitute a hallmark of cancer (hanahan and weinberg, 2011).",pmc3296807,1,0.1,39,1,39.1
hif-1α,protein,,hif1a,uniprot,q16665,nucleus,go:0005634,glut-1,protein,,slc2a1,uniprot,p11166,plasma membrane,go:0005886,positive,i,influence,,,gastric cancer,stomach,human,['346'],nan,nan,"because hif-1α is a key regulator of cell metabolism [21], we tested whether autophagy inhibition could influence cell’ metabolism. as shown in figure 4a and 4b, autophagy defect enhanced total expression of glucose transporter 1 (glut-1) and promoted membrane translocation of glut-1 in gastric cancer cells, the enhanced glut-1 expression could be reverted by 2-meoe2 or nac. correspondingly, the glucose uptake level of sgc-shbecn1 and mgc-shbecn1 cells was increased significantly compared with control cells (figure 4c), meanwhile, the lactate secretion level of these cells was also increased (figure 4d), implying that autophagy defect induces aerobic glycolysis in gastric cancer cells. on the other hand, the concentrations of citrate and fumarate, two intermediates in the tca cycle (tricarboxylic acid cycle) used to form atp, were decreased in sgc-shbecn1 and mgc-shbecn1 cells (figure 4e & 4f), indicating that autophagy defect reduces mitochondrial oxidative phosphorylation level in gastric cancer cells. however, there was no significant difference of atp production between autophagy deficient cells and control cells (figure 4g & 4h). to investigate whether atp generation could be affected by autophagy defect induced glycolysis, all cells were treated with 5 mm 2-dg (2-deoxy-d-glucose, an inhibitor of glycolysis) for 12 h. our results displayed that atp generation of all cells was inhibited by 2-dg and the inhibitory effect was more significant in sgc-shbecn1 and mgc-shbecn1 cells than control cells (figure 4g & 4h), indicating that autophagy deficient cells are more relied on glycolysis to provide energy and the decreased atp production in mitochondria is compensated by increased glycolysis in autophagy deficient cells. besides, the emt couldn't be reverted by 2-dg in sgc-shbecn1 and mgc-shbecn1 cells (supplementary figure s4), demonstrating that autophagy inhibition induced glycolysis has no appreciable effect on emt. altogether, these results suggested that autophagy defect causes the shift from oxidative phosphorylation to glycolysis in gastric cancer cells for maintaining proper energy homeostasis.",pmc4741864,1,0.1,39,1,39.1
hmgb1,protein,,hmgb1,uniprot,p09429,cytoplasm,go:0005737,beclin-1,protein,,becn1,uniprot,q14457,cytoplasm,go:0005737,negative,d,binds,,,tumor,gastric cancer,,['298'],nan,nan,"autophagy is a lysosome-mediated, self-degradation process that protects normal cells, but also promotes tumor cell survival under stress (11). evidence suggests that endogenous hmgb1 is a critical regulator of autophagy in tumor cells. cytoplasmic hmgb1 can directly bind to autophagy protein beclin-1, disrupting beclin-1/bcl-2 interaction and sustaining autophagy (12). endogenous knockdown of hmgb1 with sirna or inhibition of its release with small-molecule inhibitors, abolished the protective effect of autophagy and increased tumor cell sensitivity to several clinically useful agents (10,13). although autophagy may regulate selective hmgb1 release in some tumor types, the mechanisms of its extracellular release from gastric cancer cells undergoing autophagy and activation of surface receptor-mediated intracellular signaling pathways are not well characterized.",pmc4358082,1,0.1,39,1,39.1
hmgb1,protein,,hmgb1,uniprot,p09429,cytoplasm,go:0005737,rage,protein,,ager,uniprot,q15109,plasma membrane,go:0005886,positive,d,interaction,,,gastric cancer cells,gastric carcinoma,human,['299'],nan,nan,"multiple receptor types have been implicated in hmgb1 signaling, including the receptor for advanced glycation end products (rage) and members of the toll-like family of receptors (tlrs) (14,15). in the present study, we showed that hmgb1 was highly expressed in human gastric carcinoma and primarily located in the cytoplasm of gastric cancer cells. gefitinib, a common chemotherapeutic agent, activated autophagy and promoted the release of hmgb1, which was required to maintain gastric tumor cell survival. intriguingly, the interaction between hmgb1 and rage initiated signaling involving erk1/2 phosphorylation and contributed to the cell proliferation in gastric tumor cells.",pmc4358082,1,0.1,39,1,39.1
